15um_t1.png,15um_t10.png,15um_t99.6.png,laser15um_t1.png,laser15um_t10.png,laser15um_t99.6.png
0.013171373,0.025226668,0.21116197,0.010648627,0.011199215,0.04595843
0.010648627,0.034193724,0.2027455,0.010648627,0.011199215,0.04595843
0.010648627,0.029430982,0.21116197,0.010648627,0.011199215,0.051286668
0.010648627,0.025792157,0.19796786,0.010648627,0.011199215,0.052120004
0.010648627,0.025792157,0.15505216,0.010648627,0.011199215,0.052120004
0.013171373,0.025792157,0.16066314,0.010648627,0.011199215,0.053809416
0.013171373,0.028597647,0.18113491,0.010648627,0.011199215,0.059420396
0.013171373,0.03728196,0.18757921,0.010648627,0.013171373,0.059420396
0.013171373,0.034759216,0.18674588,0.010648627,0.013736864,0.053809416
0.013171373,0.028597647,0.18955138,0.010648627,0.013736864,0.053809416
0.013171373,0.028597647,0.20918982,0.010648627,0.013736864,0.059420396
0.013171373,0.028597647,0.22041178,0.010648627,0.011764706,0.061943136
0.013171373,0.025792157,0.2119953,0.013171373,0.011199215,0.059420396
0.010648627,0.028597647,0.2119953,0.013171373,0.016810197,0.061943136
0.010648627,0.028597647,0.22882824,0.013171373,0.016810197,0.05970314
0.013171373,0.028597647,0.23807804,0.010648627,0.016810197,0.05718039
0.013171373,0.033925883,0.24649452,0.010648627,0.011199215,0.05156941
0.013171373,0.033925883,0.24368903,0.010648627,0.011199215,0.05718039
0.013171373,0.033925883,0.22685608,0.010648627,0.016810197,0.05970314
0.013171373,0.028597647,0.25968862,0.010648627,0.016810197,0.06503137
0.013171373,0.028597647,0.24482785,0.010648627,0.011764706,0.05970314
0.013171373,0.028597647,0.20555098,0.010648627,0.011764706,0.05970314
0.013171373,0.028597647,0.23443922,0.010648627,0.011764706,0.0731651
0.013171373,0.034759216,0.22966157,0.010648627,0.017375687,0.07597059
0.013171373,0.03728196,0.24649452,0.010648627,0.017375687,0.071758434
0.013171373,0.045415685,0.31018743,0.010648627,0.017375687,0.07960941
0.013171373,0.045415685,0.34749213,0.010648627,0.017375687,0.09083137
0.010648627,0.03728196,0.34468666,0.010648627,0.017375687,0.07960941
0.010648627,0.045415685,0.30063215,0.013171373,0.017375687,0.0824149
0.013171373,0.045415685,0.27174392,0.010648627,0.017375687,0.09083137
0.013171373,0.03728196,0.32702038,0.010648627,0.017375687,0.088308625
0.013171373,0.029430982,0.33263135,0.010648627,0.017375687,0.09083137
0.013171373,0.034759216,0.2585498,0.010648627,0.017375687,0.10766432
0.013171373,0.042610195,0.2837992,0.010648627,0.01989843,0.12169176
0.013171373,0.042610195,0.3026043,0.010648627,0.01989843,0.10766432
0.013171373,0.03728196,0.26332745,0.010648627,0.017375687,0.0916647
0.013171373,0.03728196,0.2837992,0.010648627,0.017375687,0.088859215
0.013171373,0.034759216,0.29502118,0.010648627,0.017375687,0.088308625
0.013171373,0.03728196,0.26135528,0.010648627,0.017375687,0.088308625
0.013171373,0.03728196,0.2837992,0.010648627,0.017375687,0.09727569
